iter	Passed	Remaining
495	3796	3858
496	3804	3850
497	3809	3840
498	3817	3833
499	3822	3822
500	3829	3814
501	3842	3811
502	3851	3805
503	3857	3796
504	3865	3788
505	3871	3779
506	3881	3774
507	3886	3764
508	3898	3761
509	3905	3752
510	3914	3746
511	3918	3734
512	3929	3730
513	3936	3722
514	3943	3714
515	3950	3705
516	3956	3696
517	3962	3686
518	3968	3677
519	3973	3668
520	3979	3658
521	3984	3649
522	3990	3639
523	3996	3629
524	4001	3620
525	4006	3610
526	4011	3600
527	4016	3590
528	4022	3581
529	4027	3571
530	4032	3561
531	4037	3552
532	4045	3544
533	4051	3535
534	4057	3526
535	4062	3516
536	4066	3506
537	4072	3497
538	4077	3487
539	4081	3476
540	4085	3465
541	4089	3455
542	4093	3444
543	4098	3435
544	4103	3425
545	4109	3417
546	4114	3407
547	4120	3398
548	4125	3389
549	4130	3379
550	4136	3370
551	4142	3361
552	4147	3352
553	4152	3343
554	4158	3334
555	4164	3325
556	4169	3316
557	4175	3307
558	4183	3300
559	4188	3291
560	4194	3282
561	4199	3272
562	4204	3263
563	4208	3253
564	4213	3244
565	4217	3233
566	4219	3222
567	4223	3212
568	4228	3202
569	4231	3192
570	4235	3182
571	4239	3172
572	4243	3162
573	4247	3152
574	4251	3142
575	4254	3132
576	4257	3121
577	4261	3111
578	4264	3100
579	4267	3090
580	4270	3079
581	4274	3069
582	4277	3059
583	4281	3049
584	4284	3039
585	4286	3028
586	4290	3018
587	4293	3008
588	4296	2998
589	4299	2987
590	4303	2977
591	4306	2967
592	4309	2957
593	4312	2947
594	4315	2937
595	4320	2928
596	4324	2919
597	4327	2909
598	4331	2899
599	4335	2890
600	4338	2880
601	4341	2870
602	4343	2859
603	4347	2850
604	4351	2840
605	4354	2831
606	4357	2821
607	4361	2811
608	4365	2802
609	4369	2793
610	4372	2783
611	4375	2774
612	4379	2764
613	4382	2755
614	4386	2745
615	4389	2736
616	4394	2727
617	4398	2718
618	4401	2709
619	4404	2699
620	4408	2690
621	4411	2681
622	4414	2671
623	4417	2662
624	4421	2652
625	4424	2643
626	4428	2634
627	4431	2624
628	4434	2615
629	4437	2606
630	4441	2597
631	4444	2587
632	4447	2578
633	4450	2569
634	4455	2560
635	4461	2553
636	4464	2544
637	4467	2534
638	4471	2525
639	4474	2516
640	4477	2507
641	4480	2498
642	4484	2489
643	4487	2480
644	4490	2471
645	4492	2462
646	4497	2453
647	4502	2445
648	4507	2437
649	4512	2429
650	4518	2422
651	4523	2414
652	4529	2406
653	4534	2398
654	4539	2390
655	4544	2382
656	4549	2375
657	4554	2366
658	4558	2358
659	4563	2350
660	4569	2343
661	4574	2335
662	4579	2327
663	4583	2319
664	4588	2311
665	4598	2306
666	4604	2298
667	4610	2291
668	4614	2283
669	4645	2288
670	4651	2280
671	4661	2275
672	4666	2267
673	4672	2259
674	4678	2252
675	4683	2244
676	4688	2236
677	4693	2229
678	4699	2221
679	4705	2214
680	4710	2206
681	4716	2199
682	4719	2190
683	4726	2183
684	4733	2176
685	4737	2168
686	4741	2160
687	4746	2152
688	4750	2144
689	4755	2136
690	4761	2129
691	4766	2121
692	4772	2114
693	4777	2106
694	4782	2098
695	4788	2091
696	4793	2083
697	4798	2075
698	4803	2068
699	4808	2060
700	4813	2053
701	4819	2045
702	4823	2037
703	4828	2030
704	4834	2022
705	4839	2015
706	4845	2007
707	4850	2000
708	4855	1993
709	4861	1985
710	4866	1978
711	4872	1971
712	4880	1964
713	4885	1957
714	4891	1949
715	4896	1942
716	4902	1934
717	4907	1927
718	4911	1919
719	4916	1911
720	4921	1904
721	4926	1897
722	4932	1889
723	4938	1882
724	4943	1875
725	4948	1867
726	4953	1860
727	4958	1852
728	4963	1845
729	4968	1837
730	4974	1830
731	4979	1823
732	4984	1815
733	4990	1808
734	4995	1801
735	5000	1793
736	5005	1786
737	5010	1778
738	5016	1771
739	5025	1765
740	5033	1759
741	5038	1751
742	5043	1744
743	5048	1737
744	5053	1729
745	5060	1722
746	5065	1715
747	5071	1708
748	5077	1701
749	5083	1694
750	5089	1687
751	5096	1680
752	5100	1673
753	5106	1666
754	5111	1658
755	5116	1651
756	5122	1644
757	5127	1636
758	5133	1630
759	5141	1623
760	5148	1617
761	5156	1610
762	5161	1603
763	5167	1596
764	5175	1589
765	5183	1583
766	5189	1576
767	5198	1570
768	5208	1564
769	5215	1557
770	5224	1551
771	5231	1544
772	5237	1538
773	5243	1531
774	5248	1523
775	5253	1516
776	5259	1509
777	5265	1502
778	5270	1495
779	5275	1488
780	5281	1480
781	5285	1473
782	5290	1466
783	5292	1458
784	5300	1451
785	5305	1444
786	5311	1437
787	5317	1430
788	5322	1423
789	5326	1415
790	5331	1408
791	5337	1401
792	5339	1393
793	5346	1386
794	5350	1379
795	5355	1372
796	5359	1365
797	5363	1357
798	5368	1350
799	5373	1343
800	5377	1335
801	5381	1328
802	5386	1321
803	5389	1313
804	5393	1306
805	5398	1299
806	5402	1292
807	5406	1284
808	5411	1277
809	5415	1270
810	5419	1263
811	5423	1255
812	5427	1248
813	5430	1240
814	5432	1233
815	5435	1225
816	5441	1218
817	5447	1212
818	5452	1204
819	5455	1197
820	5459	1190
821	5462	1182
822	5465	1175
823	5468	1167
824	5471	1160
825	5475	1153
826	5479	1146
827	5483	1139
828	5486	1131
829	5490	1124
830	5493	1117
831	5499	1110
832	5504	1103
833	5510	1096
834	5515	1089
835	5520	1083
836	5526	1076
837	5532	1069
838	5537	1062
839	5540	1055
840	5546	1048
841	5551	1041
842	5557	1035
843	5563	1028
844	5568	1021
845	5574	1014
846	5580	1008
847	5587	1001
848	5592	994
849	5597	987
850	5603	981
851	5609	974
852	5614	967
853	5620	960
854	5626	954
855	5631	947
856	5637	940
857	5643	933
858	5648	927
859	5654	920
860	5660	913
861	5665	906
862	5670	900
863	5676	893
864	5681	886
865	5686	879
866	5692	873
867	5697	866
868	5703	859
869	5709	853
870	5716	846
871	5722	840
872	5726	833
873	5732	826
874	5737	819
875	5741	812
876	5746	805
877	5752	799
878	5756	792
879	5762	785
880	5767	779
881	5772	772
882	5777	765
883	5783	758
884	5789	752
885	5794	745
886	5799	738
887	5803	732
888	5809	725
889	5814	718
890	5820	711
891	5825	705
892	5831	698
893	5835	691
894	5840	685
895	5846	678
896	5853	672
897	5858	665
898	5863	658
899	5867	651
900	5873	645
901	5879	638
902	5884	632
903	5890	625
904	5896	618
905	5903	612
906	5907	605
907	5912	599
908	5918	592
909	5924	585
910	5929	579
911	5934	572
912	5939	566
913	5946	559
914	5951	552
915	5956	546
916	5962	539
917	5966	532
918	5970	526
919	5975	519
920	5982	513
921	5988	506
922	5993	500
923	5999	493
924	6004	486
925	6009	480
926	6014	473
927	6019	467
928	6024	460
929	6030	453
930	6036	447
931	6041	440
932	6046	434
933	6052	427
934	6057	421
935	6061	414
936	6067	407
937	6072	401
938	6078	394
939	6083	388
940	6088	381
941	6093	375
942	6097	368
943	6102	361
944	6106	355
945	6112	348
946	6117	342
947	6123	335
948	6127	329
949	6132	322
950	6135	316
951	6139	309
952	6143	302
953	6147	296
954	6151	289
955	6155	283
956	6158	276
957	6161	270
958	6165	263
959	6168	257
960	6172	250
961	6175	243
962	6178	237
963	6181	230
964	6185	224
965	6188	217
966	6191	211
967	6194	204
968	6198	198
969	6201	191
970	6204	185
971	6208	178
972	6213	172
973	6219	166
974	6224	159
975	6228	153
976	6233	146
977	6237	140
978	6242	133
979	6247	127
980	6254	121
981	6257	114
982	6262	108
983	6265	101
984	6269	95
985	6273	89
986	6280	82
987	6284	76
988	6288	69
989	6293	63
990	6296	57
991	6301	50
992	6304	44
993	6310	38
994	6314	31
995	6318	25
996	6322	19
997	6329	12
998	6332	6
999	6337	0
